,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description
27371,FUROSEMIDE,120,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
27372,FUROSEMIDE,120,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
27513,LORAZEPAM,4,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
27514,LORAZEPAM,4,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
27517,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
27518,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
27519,METOCLOPRAMIDE,8,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
27520,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
27521,METOCLOPRAMIDE,8,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
27522,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
27523,DEXAMETHASONE BASE,3.3,Intravenous,mg,8H,Injection,3.3 mg/1ml,1014815,Y,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
27536,CHLORPHENAMINE,10,Intravenous,mg,TDS,Injection,10 mg/1ml,1003307,N,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
27549,CO-TRIMOXAZOLE,960,Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
27550,CO-TRIMOXAZOLE,960,Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
27551,CO-TRIMOXAZOLE,960,Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
27572,ONDANSETRON,4,Intravenous,mg,TDS,Injection,8 mg/4ml,1014234,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
27601,GENTAMICIN,56,Intravenous,mg,Twice daily 03:00 and 15:00,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
27602,GENTAMICIN,56,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
27603,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
27604,GENTAMICIN,56,Intravenous,mg,Twice daily 03:00 and 15:00,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
27605,GENTAMICIN,56,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
27606,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
27661,LORAZEPAM,1,Intravenous,mg,Every 30 minutes,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
27662,LORAZEPAM,1,Intravenous,mg,Every 30 minutes,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
27786,CYCLIZINE,50,Intravenous,mg,BD,Injection,50 mg/1ml,1003407,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
27816,TRANEXAMIC ACID,750,Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
27817,TRANEXAMIC ACID,750,Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
27887,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
27888,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
27947,DIGOXIN,50,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
27948,DIGOXIN,50,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
27968,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,TDS,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
27969,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,TDS,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
28002,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),900,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
28052,CHLORPHENAMINE,10,Intravenous,mg,TDS,Injection,10 mg/1ml,1003307,Y,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
28164,FUROSEMIDE,20,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
28165,FUROSEMIDE,20,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
28173,MORPHINE SULFATE,20,Intravenous,mg,Every 2 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
28333,TRAMADOL,100,Intravenous,mg,BD,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
28334,TRAMADOL,100,Intravenous,mg,BD,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
28378,CLINDAMYCIN,900,Intravenous,mg,8H,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
28465,LORAZEPAM,1,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
28466,LORAZEPAM,1,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
28527,GENTAMICIN,80,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
28528,GENTAMICIN,80,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
28529,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
28530,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
28531,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
28532,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
28534,LINEZOLID,600,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,600 mg/300ml,2004907,N,INFECTIONS,05.01.07,Bag,1,mL
28617,MIDAZOLAM,2.5,Intravenous,mg,QDS,Injection,5 mg/5ml,1014286,N,ANAESTHESIA,15.01.04,Pack,10,x 5mL ampoule
28754,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
28755,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,BD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
28797,CHLORPHENAMINE,10,Intravenous,mg,once,Injection,10 mg/1ml,1003307,Y,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
28852,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
28853,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
28854,FUROSEMIDE,200,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
28855,FUROSEMIDE,200,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
28914,FUROSEMIDE,20,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
28915,FUROSEMIDE,20,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
28939,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
28940,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
28964,METOPROLOL,5,Intravenous,mg,TDS,Injection,5 mg/5ml,1001062,Y,CARDIVASCULAR SYSTEM,2.04,Pack,5,x 5mL ampoule
28968,ONDANSETRON,4,Intravenous,mg,QDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
28969,ONDANSETRON,4,Intravenous,mg,QDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
28992,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,QDS,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
28993,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,QDS,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
29137,DEXAMETHASONE BASE,6.6,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
29155,TRAMADOL,50,Intravenous,mg,TDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
29156,TRAMADOL,50,Intravenous,mg,TDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
29179,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
29180,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
29229,PHYTOMENADIONE,5,Intravenous,mg,OD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
29230,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
29231,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
29247,METOCLOPRAMIDE,10,Intravenous,mg,BD,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
29248,METOCLOPRAMIDE,10,Intravenous,mg,BD,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
29319,DEXAMETHASONE BASE,6.6,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
29448,DEXAMETHASONE BASE,6,Intravenous,mg,ON,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
29487,GENTAMICIN,280,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
29488,GENTAMICIN,280,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
29534,GENTAMICIN,30,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
29535,GENTAMICIN,40,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
29536,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
29537,GENTAMICIN,30,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
29538,GENTAMICIN,40,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
29539,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
29554,LORAZEPAM,0.5,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
29555,LORAZEPAM,0.5,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
29661,FUROSEMIDE,40,Intravenous,mg,*2X AM/LU-*1X MORN Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
29662,FUROSEMIDE,40,Intravenous,mg,*2X AM/LU-*1X MORN Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
29977,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
29978,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
29979,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
29980,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
29981,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
29982,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
30019,GENTAMICIN,60,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
30020,GENTAMICIN,60,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
30195,MORPHINE SULFATE,5,Intravenous,mg,STAT,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
30429,FUROSEMIDE,20,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
30430,FUROSEMIDE,20,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
30480,IRON ISOMALTOSIDE 1000 'MONOFER' [:1ml],500,Intravenous,mg,Once a week at lunchtime,Injection,100 mg/1ml,1018096,N,NUTRITION AND BLOOD,09.01.01.02,Pack,5,x 1mL vial
30488,MORPHINE SULFATE,2.5,Intravenous,mg,PRN,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
30560,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
30561,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
30624,GENTAMICIN,180,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
30625,GENTAMICIN,180,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
30648,METOCLOPRAMIDE,6,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
30649,METOCLOPRAMIDE,6,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
30663,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),800,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
30673,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
30746,CO-TRIMOXAZOLE,"2,880.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
30747,CO-TRIMOXAZOLE,"2,880.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
30748,CO-TRIMOXAZOLE,"2,880.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
30888,MORPHINE SULFATE,15,Intravenous,mg,Every 2 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
30987,GENTAMICIN,80,Intravenous,mg,TDS,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
30988,GENTAMICIN,80,Intravenous,mg,TDS,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
31034,MORPHINE SULFATE,1,Intravenous,mg,Every 3 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
31138,NALOXONE,400,Intravenous,microgram,QDS,Injection,400 micrograms/1ml,1013596,Y,ANAESTHESIA,15.01.07,Pack,10,x 1mL ampoule
31252,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,Y,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
31253,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,Y,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
31270,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
31271,GENTAMICIN,80,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
31279,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
31302,DEXAMETHASONE BASE,10,Intravenous,mg,QDS,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
31332,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
31333,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
31334,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
31335,MORPHINE SULFATE,20,Intravenous,mg,Every 3 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
31426,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,TDS,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
31476,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,stat,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
31477,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,stat,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
31526,GENTAMICIN,360,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
31527,GENTAMICIN,360,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
31528,GENTAMICIN,260,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
31529,GENTAMICIN,260,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
31848,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,TDS,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
31974,PHYTOMENADIONE,20,Intravenous,mg,OD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
32100,CLINDAMYCIN,600,Intravenous,mg,TDS,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
32101,FUROSEMIDE,40,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
32102,FUROSEMIDE,40,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
32104,CYCLIZINE,50,Intravenous,mg,6H,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
32223,GENTAMICIN,240,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
32224,GENTAMICIN,240,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
32355,CLINDAMYCIN,600,Intravenous,mg,BD,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
32431,FUROSEMIDE,40,Intravenous,mg,*2X AM/BED-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
32432,FUROSEMIDE,40,Intravenous,mg,*2X AM/BED-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
32531,OXYCODONE,5,Intravenous,mg,QDS,Injection,10 mg/1ml,1014638,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 1mL ampoule
32532,OXYCODONE,7.5,Intravenous,mg,QDS,Injection,10 mg/1ml,1014638,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 1mL ampoule
32586,CLINDAMYCIN,300,Intravenous,mg,8H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
32605,MORPHINE SULFATE,20,Intravenous,mg,3H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
32623,METOCLOPRAMIDE,5,Intravenous,mg,QDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
32624,METOCLOPRAMIDE,5,Intravenous,mg,QDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
32661,CO-TRIMOXAZOLE,"1,680.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
32662,CO-TRIMOXAZOLE,"1,680.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
32663,CO-TRIMOXAZOLE,"1,680.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
32668,CO-TRIMOXAZOLE,"1,740.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
32669,CO-TRIMOXAZOLE,"1,740.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
32670,CO-TRIMOXAZOLE,"1,740.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
32731,GENTAMICIN,280,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
32732,GENTAMICIN,280,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
32738,GENTAMICIN,60,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
